dataset_id,task_name,agent,model,reward,success,duration_seconds,input_tokens,output_tokens,cache_tokens,cost_cents,trial_name,trial_id,has_steps,step_count,agent_step_count,tool_call_count,shell_tool_calls,read_tool_calls,edit_tool_calls,plan_tool_calls,other_tool_calls,first_tool_step,first_shell_step,first_read_step,first_edit_step,first_plan_step,pre_edit_tool_calls,category_switch_rate,longest_same_category_run,repeated_tool_command_rate,tool_category_entropy,command_intent_entropy,intent_switch_rate,failed_tool_call_count,failure_rate,first_failure_step,post_failure_tool_calls,post_failure_intent_entropy,inspect_intent_calls,search_intent_calls,read_intent_calls,edit_intent_calls,test_intent_calls,build_intent_calls,dependency_intent_calls,run_intent_calls,plan_intent_calls,finish_intent_calls,control_intent_calls,other_intent_calls
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Junie,gemini-3-flash-preview@gemini,1.0,True,269.63299560546875,,,,0.0,adaptive-rejection-sampler__LxPvYGE,cbaa0696-3e7c-491e-bb8e-19135a7e43b4,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Junie,gemini-3-flash-preview@gemini,0.0,False,320.71099853515625,,,,0.0,adaptive-rejection-sampler__SwrzfBF,2f27bb1f-1878-4f9c-b6e0-b870cf23e3ab,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Junie,gemini-3-flash-preview@gemini,1.0,True,215.58099365234375,,,,0.0,adaptive-rejection-sampler__T3wiBSH,3ad9cabf-84d6-47c8-a908-4f05cf939a26,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Junie,gemini-3-flash-preview@gemini,0.0,False,276.27801513671875,,,,0.0,adaptive-rejection-sampler__jGFojps,f9c401ee-1b5a-41f2-a7ee-2334d82536ed,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,TerminalBenchAgent,claude-sonnet-4-5@anthropic,1.0,True,544.593994140625,,,,0.0,adaptive-rejection-sampler__KA4rcGS,08945b81-ec86-4e45-be93-6f809d112cf6,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,TerminalBenchAgent,claude-sonnet-4-5@anthropic,1.0,True,557.5449829101562,,,,0.0,adaptive-rejection-sampler__VJv47VS,c38b7c19-0992-45d2-9872-f7641ad87ca9,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,TerminalBenchAgent,claude-sonnet-4-5@anthropic,1.0,True,872.2559814453125,,,,0.0,adaptive-rejection-sampler__boCuUJJ,dd21af2d-8c4a-4a56-9af6-8b6cb82a2158,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,TerminalBenchAgent,claude-sonnet-4-5@anthropic,1.0,True,754.9810180664062,,,,0.0,adaptive-rejection-sampler__iaNLjPC,8c6fde1b-f3c1-4952-a5d9-efd150820b7b,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,TerminalBenchAgent,claude-sonnet-4-5@anthropic,1.0,True,699.5130004882812,,,,0.0,adaptive-rejection-sampler__nK8fjtZ,5cabf5eb-0ee4-454f-b33d-e772bf701d34,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,ante,gemini-3-pro-preview@Google,0.0,False,398.22198486328125,,,,0.0,adaptive-rejection-sampler__GHotNov,73ff98ee-d5fc-40a2-b84a-364ff9ec9406,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,ante,gemini-3-pro-preview@Google,1.0,True,330.14898681640625,,,,0.0,adaptive-rejection-sampler__hntuXZF,5869a751-2d8c-4d8d-a1ba-49649b0d23a6,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,ante,gemini-3-pro-preview@Google,0.0,False,313.62298583984375,,,,0.0,adaptive-rejection-sampler__p529KPb,6378ba67-ebf9-4aa2-a941-6dcba1f4ea90,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,ante,gemini-3-pro-preview@Google,0.0,False,270.2019958496094,,,,0.0,adaptive-rejection-sampler__p6ZptT8,407eadb6-397a-44f9-a00f-768a6e6df206,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,ante,gemini-3-pro-preview@Google,0.0,False,273.1080017089844,,,,0.0,adaptive-rejection-sampler__rNLcgRc,4abb2cb1-dc11-43f3-bcd3-36c8b56a0aa2,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,aone-agent,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,0.0,False,1140.2840576171875,,,,0.0,adaptive-rejection-sampler__2X52btu,c33cbf40-79e5-42a2-ad24-131ca3c4681a,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,aone-agent,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,0.0,False,1164.0989990234375,,,,0.0,adaptive-rejection-sampler__Q4zykpm,3c588ce5-8e86-41a5-a821-a59a653f1ace,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,aone-agent,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,0.0,False,1138.4110107421875,,,,0.0,adaptive-rejection-sampler__ULW5J9a,3a36b408-2231-4992-8764-50406f3be848,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,aone-agent,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,0.0,False,1202.56396484375,,,,0.0,adaptive-rejection-sampler__kPuknzN,62a1a381-f7f7-4781-abd7-437959b0ddc2,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,aone-agent,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,0.0,False,934.8359985351562,,,,0.0,adaptive-rejection-sampler__x2niyGJ,9d7dcab7-9bcd-4a94-95b9-a4b82ac4e8e5,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code-enhanced,claude-opus-4-6@anthropic,1.0,True,287.64300537109375,1021946.0,174.0,1021941.0,0.4375,adaptive-rejection-sampler__97PBrF6,7caecdf3-379d-4d19-ae5c-c4eb309d184b,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code-enhanced,claude-opus-4-6@anthropic,0.0,False,556.6409912109375,2681170.0,283.0,2681124.0,0.7304999828338623,adaptive-rejection-sampler__CMKCJ3t,aa3636cc-2f7e-4bad-998e-5f4a852655fa,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,GLM-4.7@z-ai,0.0,False,119.48200225830078,0.0,0.0,0.0,0.0,adaptive-rejection-sampler__QNJBynP,a5b46256-d647-41db-a2ac-b96d3d8ba9b4,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,GLM-4.7@z-ai,1.0,True,345.35699462890625,0.0,0.0,0.0,0.0,adaptive-rejection-sampler__TVZ5dEP,eccc5afe-0580-47c4-9b92-0f1a6979a921,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,GLM-4.7@z-ai,0.0,False,302.9469909667969,0.0,0.0,0.0,0.0,adaptive-rejection-sampler__Yr6RQcZ,6126adee-0c3b-4190-b483-2e79405dd416,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,GLM-4.7@z-ai,0.0,False,1073.987060546875,0.0,0.0,0.0,0.0,adaptive-rejection-sampler__oi8NZD2,8a40a879-746a-4a5d-aec5-2dd3f55af3b9,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,GLM-4.7@z-ai,0.0,False,339.5429992675781,0.0,0.0,0.0,0.0,adaptive-rejection-sampler__xHMpxVc,6a9a345d-49bd-4357-8dad-19dd4523b4c4,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-haiku-4-5-20251001@anthropic,0.0,False,522.0469970703125,9417011.0,2847.0,,95.68477630615234,adaptive-rejection-sampler__8YuTzJm,,True,119,116,56,28,3,19,6,0,6.0,8.0,26.0,14.0,6.0,4.0,0.7272727272727273,4,0.4642857142857143,1.6005473670659711,2.293268800806825,0.8181818181818182,4,0.07142857142857142,8.0,54,2.2199117936421078,2,0,4,19,0,0,1,18,6,0,0,6
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-haiku-4-5-20251001@anthropic,0.0,False,440.5429992675781,5772680.0,349.0,,57.989768981933594,adaptive-rejection-sampler__Evnd4hC,,True,82,79,38,26,0,8,4,0,6.0,8.0,,14.0,6.0,4.0,0.5135135135135135,11,0.3157894736842105,1.189731916820733,2.710604466559097,0.7837837837837838,2,0.05263157894736842,8.0,36,2.6719235907218266,4,3,2,8,0,0,1,5,4,0,0,11
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-haiku-4-5-20251001@anthropic,0.0,False,1671.9139404296875,,,,0.0,adaptive-rejection-sampler__mDTkvMR,53e1838c-1afd-415e-afda-311bbb73246d,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-haiku-4-5-20251001@anthropic,0.0,False,815.47900390625,5063217.0,1199.0,,51.319419860839844,adaptive-rejection-sampler__ubYZyKj,,True,84,81,40,25,1,10,4,0,6.0,8.0,26.0,14.0,6.0,4.0,0.41025641025641024,9,0.325,1.389035952556319,2.36758473708528,0.6410256410256411,4,0.1,8.0,38,2.276121676226565,2,0,2,10,0,0,1,7,4,0,0,14
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-1-20250805@anthropic,1.0,True,628.8389892578125,2137974.0,552.0,,326.23199462890625,adaptive-rejection-sampler__DFZ5rbT,,True,47,44,25,9,1,6,9,0,6.0,9.0,19.0,13.0,6.0,5.0,0.9166666666666666,2,0.52,1.7411191885631823,2.2277110700184033,0.9583333333333334,1,0.04,9.0,22,2.242572530766071,3,0,1,6,0,0,1,5,9,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-1-20250805@anthropic,0.0,False,1679.074951171875,,,,0.0,adaptive-rejection-sampler__HevY8bS,1c479691-7a62-49cb-bc82-c3a25e0dc318,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-1-20250805@anthropic,0.0,False,796.6380004882812,4709487.0,756.0,,713.4525146484375,adaptive-rejection-sampler__SBZkcUM,,True,87,84,48,21,1,17,9,0,6.0,9.0,18.0,13.0,6.0,5.0,0.5531914893617021,4,0.5416666666666666,1.6213196008755197,2.0518796874098553,0.5957446808510638,6,0.125,9.0,45,1.9649612189882337,2,0,1,18,0,0,1,16,9,0,0,1
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-1-20250805@anthropic,0.0,False,837.3159790039062,1950743.0,588.0,,298.4106140136719,adaptive-rejection-sampler__kjMMRbx,,True,46,43,24,9,1,6,8,0,6.0,9.0,22.0,17.0,6.0,7.0,0.6956521739130435,3,0.375,1.75,2.256866543182522,0.782608695652174,2,0.08333333333333333,20.0,14,2.155968102145908,1,0,3,6,0,0,1,5,8,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-5-20251101@anthropic,0.0,False,763.7890014648438,,,,0.0,adaptive-rejection-sampler__Mevwqr6,,True,95,92,49,27,4,14,4,0,5.0,6.0,15.0,10.0,5.0,3.0,0.4375,9,0.46938775510204084,1.5803234876413286,2.154676481111934,0.5208333333333334,5,0.10204081632653061,34.0,32,1.945264662257932,1,0,4,14,0,0,1,21,4,0,0,4
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-5-20251101@anthropic,0.0,False,589.6859741210938,,,,0.0,adaptive-rejection-sampler__Mhox9SJ,,True,51,48,27,15,2,5,5,0,5.0,7.0,19.0,14.0,5.0,6.0,0.6153846153846154,6,0.37037037037037035,1.6503452842745279,2.5140173738665093,0.8076923076923077,5,0.18518518518518517,7.0,25,2.4481020701914806,2,0,2,5,0,0,1,9,5,0,0,3
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-5-20251101@anthropic,0.0,False,299.87701416015625,,,,0.0,adaptive-rejection-sampler__QZsFSKP,,True,23,20,11,6,0,1,4,0,5.0,7.0,,13.0,5.0,5.0,0.6,3,0.2727272727272727,1.3221793455166666,2.1180782093497093,1.0,1,0.09090909090909091,7.0,9,2.113283334294875,2,0,0,1,0,0,1,3,4,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-5-20251101@anthropic,1.0,True,425.37200927734375,,,,0.0,adaptive-rejection-sampler__jzwizve,,True,48,45,25,13,4,4,4,0,5.0,7.0,18.0,13.0,5.0,5.0,0.5833333333333334,7,0.4,1.759627536341357,2.27508495181978,0.7083333333333334,2,0.08,7.0,23,2.1768589799249654,2,0,4,4,0,0,1,10,4,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-5-20251101@anthropic,0.0,False,373.0690002441406,,,,0.0,adaptive-rejection-sampler__nFsvii2,,True,34,31,17,5,1,6,5,0,5.0,6.0,16.0,11.0,5.0,4.0,0.6875,3,0.5882352941176471,1.8092830792973653,2.212503842372268,0.75,0,0.0,,0,,1,0,1,6,0,0,1,3,5,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-6@anthropic,0.0,False,947.7379760742188,,,,0.0,adaptive-rejection-sampler__2ZVJDrp,,True,45,44,25,11,4,5,5,0,2.0,4.0,14.0,9.0,2.0,6.0,0.5833333333333334,6,0.48,1.872935039619369,2.5844984515601634,0.7083333333333334,3,0.12,4.0,22,2.430832051224084,1,0,4,5,0,0,1,6,5,0,0,3
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,claude-code,claude-opus-4-6@anthropic,0.0,False,359.5379943847656,,,,0.0,adaptive-rejection-sampler__EYTGtie,,True,40,39,24,10,6,3,5,0,2.0,4.0,13.0,9.0,2.0,6.0,0.6086956521739131,4,0.4583333333333333,1.8727298369794545,2.606464856747655,0.7391304347826086,2,0.08333333333333333,4.0,21,2.552832161679204,2,0,6,3,0,0,1,5,5,0,0,2
